index,x_mm,y_mm,pad_dia_mm
2447,15.7556,2.0628,0.46
2448,16.7514,2.0628,0.46
2449,17.7828,2.0628,0.46
2450,18.7431,2.0628,0.46
2451,19.7745,2.0628,0.46
2452,20.7704,2.0628,0.46
2453,21.7662,2.0628,0.46
2454,22.7620,2.0628,0.46
2455,23.7579,2.0628,0.46
2456,24.7893,2.0628,0.46
2457,25.7495,2.0628,0.46
2458,26.7810,2.0628,0.46
2459,27.7768,2.0628,0.46
2460,28.7726,2.0628,0.46
2461,29.7685,2.0628,0.46
2462,30.7643,2.0628,0.46
2463,-31.2978,-2.0628,0.46
2464,-30.2664,-2.0628,0.46
2465,-29.3061,-2.0628,0.46
2466,-28.3103,-2.0628,0.46
2467,-27.2789,-2.0628,0.46
2468,-26.2830,-2.0628,0.46
2469,-25.2872,-2.0628,0.46
2470,-24.2914,-2.0628,0.46
2471,-23.2955,-2.0628,0.46
2472,-22.2997,-2.0628,0.46
2473,-21.3038,-2.0628,0.46
2474,-20.3080,-2.0628,0.46
2475,-19.2766,-2.0628,0.46
2476,-18.2808,-2.0628,0.46
2477,-17.3205,-2.0628,0.46
2478,-16.2891,-2.0628,0.46
2479,-15.2932,-2.0628,0.46
2480,-14.2974,-2.0628,0.46
2481,-13.3016,-2.0628,0.46
2482,-12.3057,-2.0628,0.46
2483,-11.2743,-2.0628,0.46
2484,-10.3140,-2.0628,0.46
2485,-9.2826,-2.0628,0.46
2486,-8.2868,-2.0628,0.46
2487,-7.2910,-2.0628,0.46
2488,7.7178,-2.0628,0.46
2489,8.7136,-2.0628,0.46
2490,9.7094,-2.0628,0.46
2491,10.7053,-2.0628,0.46
2492,11.7011,-2.0628,0.46
2493,12.6969,-2.0628,0.46
2494,13.6928,-2.0628,0.46
2495,14.6886,-2.0628,0.46
2496,15.7200,-2.0628,0.46
2497,16.7159,-2.0628,0.46
2498,17.7117,-2.0628,0.46
2499,18.7075,-2.0628,0.46
2500,19.7034,-2.0628,0.46
2501,20.7348,-2.0628,0.46
2502,21.6951,-2.0628,0.46
2503,22.6909,-2.0628,0.46
2504,23.7223,-2.0628,0.46
2505,24.7181,-2.0628,0.46
2506,25.7140,-2.0628,0.46
2507,26.7098,-2.0628,0.46
2508,27.7057,-2.0628,0.46
2509,28.7015,-2.0628,0.46
2510,29.6973,-2.0628,0.46
2511,30.6932,-2.0628,0.46
2512,31.7246,-2.0628,0.46
2513,-30.7999,-2.8808,0.46
2514,-29.8040,-2.8808,0.46
2515,-28.7726,-2.8808,0.46
2516,-27.8124,-2.8808,0.46
2517,-26.7810,-2.8808,0.46
2518,-25.7851,-2.8808,0.46
2519,-24.7893,-2.8808,0.46
2520,-23.7934,-2.8808,0.46
2521,-22.7976,-2.8808,0.46
2522,-21.8018,-2.8808,0.46
2523,-20.8059,-2.8808,0.46
2524,-19.7745,-2.8808,0.46
2525,-18.8142,-2.8808,0.46
2526,-17.7828,-2.8808,0.46
2527,-16.7870,-2.8808,0.46
2528,-15.7912,-2.8808,0.46
2529,-14.7953,-2.8808,0.46
2530,-13.7995,-2.8808,0.46
2531,-12.7681,-2.8808,0.46
2532,-11.8078,-2.8808,0.46
2533,-10.8120,-2.8808,0.46
2534,-9.7806,-2.8808,0.46
2535,-8.7847,-2.8808,0.46
2536,-7.7889,-2.8808,0.46
2537,-6.7930,-2.8808,0.46
2538,7.1843,-2.8808,0.46
2539,8.2157,-2.8808,0.46
2540,9.2115,-2.8808,0.46
2541,10.2073,-2.8808,0.46
2542,11.2032,-2.8808,0.46
2543,12.1990,-2.8808,0.46
2544,13.1949,-2.8808,0.46
2545,14.1907,-2.8808,0.46
2546,15.2221,-2.8808,0.46
2547,16.1824,-2.8808,0.46
2548,17.2138,-2.8808,0.46
2549,18.2096,-2.8808,0.46
2550,19.2055,-2.8808,0.46
2551,20.2013,-2.8808,0.46
2552,21.1971,-2.8808,0.46
2553,22.2285,-2.8808,0.46
2554,23.1888,-2.8808,0.46
2555,24.2202,-2.8808,0.46
2556,25.2161,-2.8808,0.46
2557,26.2119,-2.8808,0.46
2558,27.2077,-2.8808,0.46
2559,28.2036,-2.8808,0.46
2560,29.1994,-2.8808,0.46
2561,30.1953,-2.8808,0.46
2562,31.2267,-2.8808,0.46
2563,-31.2978,-3.8055,0.46
2564,-30.2664,-3.8055,0.46
2565,-29.3061,-3.8055,0.46
2566,-28.3103,-3.8055,0.46
2567,-27.2789,-3.8055,0.46
2568,-26.2830,-3.8055,0.46
2569,-25.2872,-3.8055,0.46
2570,-24.2914,-3.8055,0.46
2571,-23.2955,-3.8055,0.46
2572,-22.2997,-3.8055,0.46
2573,-21.3038,-3.8055,0.46
2574,-20.3080,-3.8055,0.46
2575,-19.2766,-3.8055,0.46
2576,-18.2808,-3.8055,0.46
2577,-17.3205,-3.8055,0.46
2578,-16.2891,-3.8055,0.46
2579,-15.2932,-3.8055,0.46
2580,-14.2974,-3.8055,0.46
2581,-13.3016,-3.8055,0.46
2582,-12.3057,-3.8055,0.46
2583,-11.2743,-3.8055,0.46
2584,-10.3140,-3.8055,0.46
2585,-9.2826,-3.8055,0.46
2586,-8.2868,-3.8055,0.46
2587,-7.2910,-3.8055,0.46
2588,7.7178,-3.8055,0.46
2589,8.7136,-3.8055,0.46
2590,9.7094,-3.8055,0.46
2591,10.7053,-3.8055,0.46
2592,11.7011,-3.8055,0.46
2593,12.6969,-3.8055,0.46
2594,13.6928,-3.8055,0.46
2595,14.6886,-3.8055,0.46
2596,15.7200,-3.8055,0.46
2597,16.7159,-3.8055,0.46
2598,17.7117,-3.8055,0.46
2599,18.7075,-3.8055,0.46
2600,19.7034,-3.8055,0.46
2601,20.7348,-3.8055,0.46
2602,21.6951,-3.8055,0.46
2603,22.6909,-3.8055,0.46
2604,23.7223,-3.8055,0.46
2605,24.7181,-3.8055,0.46
2606,25.7140,-3.8055,0.46
2607,26.7098,-3.8055,0.46
2608,27.7057,-3.8055,0.46
2609,28.7015,-3.8055,0.46
2610,29.6973,-3.8055,0.46
2611,30.6932,-3.8055,0.46
2612,31.7246,-3.8055,0.46
2613,-31.2978,-5.1659,0.46
2614,-30.7999,-5.1659,0.46
2615,-30.2664,-5.1659,0.46
2616,-29.8040,-5.1659,0.46
2617,-29.3061,-5.1659,0.46
2618,-28.7726,-5.1659,0.46
2619,-28.3103,-5.1659,0.46
2620,-27.8124,-5.1659,0.46
2621,-27.2789,-5.1659,0.46
2622,-26.7810,-5.1659,0.46
2623,-26.2830,-5.1659,0.46
2624,-25.7851,-5.1659,0.46
2625,-25.2872,-5.1659,0.46
2626,-24.7893,-5.1659,0.46
2627,-24.2914,-5.1659,0.46
2628,-23.7934,-5.1659,0.46
2629,-23.2955,-5.1659,0.46
2630,-22.7976,-5.1659,0.46
2631,-22.2997,-5.1659,0.46
2632,-21.8018,-5.1659,0.46
2633,-21.3038,-5.1659,0.46
2634,-20.8059,-5.1659,0.46
2635,-20.3080,-5.1659,0.46
2636,-19.7745,-5.1659,0.46
2637,-19.2766,-5.1659,0.46
2638,-18.8142,-5.1659,0.46
2639,-18.2808,-5.1659,0.46
2640,-17.7828,-5.1659,0.46
2641,-17.3205,-5.1659,0.46
2642,-16.7870,-5.1659,0.46
2643,-16.2891,-5.1659,0.46
2644,-15.7912,-5.1659,0.46
2645,-15.2932,-5.1659,0.46
2646,-14.7953,-5.1659,0.46
2647,-14.2974,-5.1659,0.46
2648,-13.7995,-5.1659,0.46
2649,-13.3016,-5.1659,0.46
2650,-12.7681,-5.1659,0.46
2651,-12.3057,-5.1659,0.46
2652,-11.8078,-5.1659,0.46
2653,-11.2743,-5.1659,0.46
2654,-10.8120,-5.1659,0.46
2655,-10.3140,-5.1659,0.46
2656,-9.7806,-5.1659,0.46
2657,-9.2826,-5.1659,0.46
2658,-8.7847,-5.1659,0.46
2659,-8.2868,-5.1659,0.46
2660,-7.7889,-5.1659,0.46
2661,-7.2910,-5.1659,0.46
2662,-6.7930,-5.1659,0.46
2663,7.1843,-5.1659,0.46
2664,7.7178,-5.1659,0.46
2665,8.2157,-5.1659,0.46
2666,8.7136,-5.1659,0.46
2667,9.2115,-5.1659,0.46
2668,9.7094,-5.1659,0.46
2669,10.2073,-5.1659,0.46
2670,10.7053,-5.1659,0.46
2671,11.2032,-5.1659,0.46
2672,11.7011,-5.1659,0.46
2673,12.1990,-5.1659,0.46
2674,12.6969,-5.1659,0.46
2675,13.1949,-5.1659,0.46
2676,13.6928,-5.1659,0.46
2677,14.1907,-5.1659,0.46
2678,14.6886,-5.1659,0.46
2679,15.2221,-5.1659,0.46
2680,15.7200,-5.1659,0.46
2681,16.1824,-5.1659,0.46
2682,16.7159,-5.1659,0.46
2683,17.2138,-5.1659,0.46
2684,17.7117,-5.1659,0.46
2685,18.2096,-5.1659,0.46
2686,18.7075,-5.1659,0.46
2687,19.2055,-5.1659,0.46
2688,19.7034,-5.1659,0.46
2689,20.2013,-5.1659,0.46
2690,20.7348,-5.1659,0.46
2691,21.1971,-5.1659,0.46
2692,21.6951,-5.1659,0.46
2693,22.2285,-5.1659,0.46
2694,22.6909,-5.1659,0.46
2695,23.1888,-5.1659,0.46
2696,23.7223,-5.1659,0.46
2697,24.2202,-5.1659,0.46
2698,24.7181,-5.1659,0.46
2699,25.2161,-5.1659,0.46
2700,25.7140,-5.1659,0.46
2701,26.2119,-5.1659,0.46
2702,26.7098,-5.1659,0.46
2703,27.2077,-5.1659,0.46
2704,27.7057,-5.1659,0.46
2705,28.2036,-5.1659,0.46
2706,28.7015,-5.1659,0.46
2707,29.1994,-5.1659,0.46
2708,29.6973,-5.1659,0.46
2709,30.1953,-5.1659,0.46
2710,30.6932,-5.1659,0.46
2711,31.2267,-5.1659,0.46
2712,31.7246,-5.1659,0.46
2713,-30.7999,-6.5796,0.46
2714,-29.8040,-6.5796,0.46
2715,-28.7726,-6.5796,0.46
2716,-27.8124,-6.5796,0.46
2717,-26.7810,-6.5796,0.46
2718,-25.7851,-6.5796,0.46
2719,-24.7893,-6.5796,0.46
2720,-23.7934,-6.5796,0.46
2721,-22.7976,-6.5796,0.46
2722,-21.8018,-6.5796,0.46
2723,-20.8059,-6.5796,0.46
2724,-19.7745,-6.5796,0.46
2725,-18.8142,-6.5796,0.46
2726,-17.7828,-6.5796,0.46
2727,-16.7870,-6.5796,0.46
2728,-15.7912,-6.5796,0.46
2729,-14.7953,-6.5796,0.46
2730,-13.7995,-6.5796,0.46
2731,-12.7681,-6.5796,0.46
2732,-11.8078,-6.5796,0.46
2733,-10.8120,-6.5796,0.46
2734,-9.7806,-6.5796,0.46
2735,-8.7847,-6.5796,0.46
2736,-7.7889,-6.5796,0.46
2737,-6.7930,-6.5796,0.46
2738,7.1843,-6.5796,0.46
2739,8.2157,-6.5796,0.46
2740,9.2115,-6.5796,0.46
2741,10.2073,-6.5796,0.46
2742,11.2032,-6.5796,0.46
2743,12.1990,-6.5796,0.46
2744,13.1949,-6.5796,0.46
2745,14.1907,-6.5796,0.46
2746,15.2221,-6.5796,0.46
2747,16.1824,-6.5796,0.46
2748,17.2138,-6.5796,0.46
2749,18.2096,-6.5796,0.46
2750,19.2055,-6.5796,0.46
2751,20.2013,-6.5796,0.46
2752,21.1971,-6.5796,0.46
2753,22.2285,-6.5796,0.46
2754,23.1888,-6.5796,0.46
2755,24.2202,-6.5796,0.46
2756,25.2161,-6.5796,0.46
2757,26.2119,-6.5796,0.46
2758,27.2077,-6.5796,0.46
2759,28.2036,-6.5796,0.46
2760,29.1994,-6.5796,0.46
2761,30.1953,-6.5796,0.46
2762,31.2267,-6.5796,0.46
2763,-31.2978,-7.2910,0.46
2764,-30.2664,-7.2910,0.46
2765,-29.3061,-7.2910,0.46
2766,-28.3103,-7.2910,0.46
2767,-27.2789,-7.2910,0.46
2768,-26.2830,-7.2910,0.46
2769,-25.2872,-7.2910,0.46
2770,-24.2914,-7.2910,0.46
2771,-23.2955,-7.2910,0.46
2772,-22.2997,-7.2910,0.46
2773,-21.3038,-7.2910,0.46
2774,-20.3080,-7.2910,0.46
2775,-19.2766,-7.2910,0.46
2776,-18.2808,-7.2910,0.46
2777,-17.3205,-7.2910,0.46
2778,-16.2891,-7.2910,0.46
2779,-15.2932,-7.2910,0.46
2780,-14.2974,-7.2910,0.46
2781,-13.3016,-7.2910,0.46
2782,-12.3057,-7.2910,0.46
2783,-11.2743,-7.2910,0.46
2784,-10.3140,-7.2910,0.46
2785,-9.2826,-7.2910,0.46
2786,-8.2868,-7.2910,0.46
2787,-7.2910,-7.2910,0.46
2788,7.7178,-7.2910,0.46
2789,8.7136,-7.2910,0.46
2790,9.7094,-7.2910,0.46
2791,10.7053,-7.2910,0.46
2792,11.7011,-7.2910,0.46
2793,12.6969,-7.2910,0.46
2794,13.6928,-7.2910,0.46
2795,14.6886,-7.2910,0.46
2796,15.7200,-7.2910,0.46
2797,16.7159,-7.2910,0.46
2798,17.7117,-7.2910,0.46
2799,18.7075,-7.2910,0.46
2800,19.7034,-7.2910,0.46
2801,20.7348,-7.2910,0.46
2802,21.6951,-7.2910,0.46
2803,22.6909,-7.2910,0.46
2804,23.7223,-7.2910,0.46
2805,24.7181,-7.2910,0.46
2806,25.7140,-7.2910,0.46
2807,26.7098,-7.2910,0.46
2808,27.7057,-7.2910,0.46
2809,28.7015,-7.2910,0.46
2810,29.6973,-7.2910,0.46
2811,30.6932,-7.2910,0.46
2812,31.7246,-7.2910,0.46
2813,-30.7999,-8.1801,0.46
2814,-29.8040,-8.1801,0.46
2815,-28.7726,-8.1801,0.46
2816,-27.8124,-8.1801,0.46
2817,-26.7810,-8.1801,0.46
2818,-25.7851,-8.1801,0.46
2819,-24.7893,-8.1801,0.46
2820,-23.7934,-8.1801,0.46
2821,-22.7976,-8.1801,0.46
2822,-21.8018,-8.1801,0.46
2823,-20.8059,-8.1801,0.46
2824,-19.7745,-8.1801,0.46
2825,-18.8142,-8.1801,0.46
2826,-17.7828,-8.1801,0.46
2827,-16.7870,-8.1801,0.46
2828,-15.7912,-8.1801,0.46
2829,-14.7953,-8.1801,0.46
2830,-13.7995,-8.1801,0.46
2831,-12.7681,-8.1801,0.46
2832,-11.8078,-8.1801,0.46
2833,-10.8120,-8.1801,0.46
2834,-9.7806,-8.1801,0.46
2835,-8.7847,-8.1801,0.46
2836,-7.7889,-8.1801,0.46
2837,-6.7930,-8.1801,0.46
2838,7.1843,-8.1801,0.46
2839,8.2157,-8.1801,0.46
2840,9.2115,-8.1801,0.46
2841,10.2073,-8.1801,0.46
2842,11.2032,-8.1801,0.46
2843,12.1990,-8.1801,0.46
2844,13.1949,-8.1801,0.46
2845,14.1907,-8.1801,0.46
2846,15.2221,-8.1801,0.46
2847,16.1824,-8.1801,0.46
2848,17.2138,-8.1801,0.46
2849,18.2096,-8.1801,0.46
2850,19.2055,-8.1801,0.46
2851,20.2013,-8.1801,0.46
2852,21.1971,-8.1801,0.46
2853,22.2285,-8.1801,0.46
2854,23.1888,-8.1801,0.46
2855,24.2202,-8.1801,0.46
2856,25.2161,-8.1801,0.46
2857,26.2119,-8.1801,0.46
2858,27.2077,-8.1801,0.46
2859,28.2036,-8.1801,0.46
2860,29.1994,-8.1801,0.46
2861,30.1953,-8.1801,0.46
2862,31.2267,-8.1801,0.46
2863,-31.2978,-9.0337,0.46
2864,-30.2664,-9.0337,0.46
2865,-29.3061,-9.0337,0.46
2866,-28.3103,-9.0337,0.46
2867,-27.2789,-9.0337,0.46
2868,-26.2830,-9.0337,0.46
2869,-25.2872,-9.0337,0.46
2870,-24.2914,-9.0337,0.46
2871,-23.2955,-9.0337,0.46
2872,-22.2997,-9.0337,0.46
2873,-21.3038,-9.0337,0.46
2874,-20.3080,-9.0337,0.46
2875,-19.2766,-9.0337,0.46
2876,-18.2808,-9.0337,0.46
2877,-17.3205,-9.0337,0.46
2878,-16.2891,-9.0337,0.46
2879,-15.2932,-9.0337,0.46
2880,-14.2974,-9.0337,0.46
2881,-13.3016,-9.0337,0.46
2882,-12.3057,-9.0337,0.46
2883,-11.2743,-9.0337,0.46
2884,-10.3140,-9.0337,0.46
2885,-9.2826,-9.0337,0.46
2886,-8.2868,-9.0337,0.46
2887,-7.2910,-9.0337,0.46
2888,7.7178,-9.0337,0.46
2889,8.7136,-9.0337,0.46
2890,9.7094,-9.0337,0.46
2891,10.7053,-9.0337,0.46
2892,11.7011,-9.0337,0.46
2893,12.6969,-9.0337,0.46
2894,13.6928,-9.0337,0.46
2895,14.6886,-9.0337,0.46
2896,15.7200,-9.0337,0.46
2897,16.7159,-9.0337,0.46
2898,17.7117,-9.0337,0.46
2899,18.7075,-9.0337,0.46
2900,19.7034,-9.0337,0.46
2901,20.7348,-9.0337,0.46
2902,21.6951,-9.0337,0.46
2903,22.6909,-9.0337,0.46
2904,23.7223,-9.0337,0.46
2905,24.7181,-9.0337,0.46
2906,25.7140,-9.0337,0.46
2907,26.7098,-9.0337,0.46
2908,27.7057,-9.0337,0.46
2909,28.7015,-9.0337,0.46
2910,29.6973,-9.0337,0.46
2911,30.6932,-9.0337,0.46
2912,31.7246,-9.0337,0.46
2913,-30.7999,-9.8873,0.46
2914,-29.8040,-9.8873,0.46
2915,-28.7726,-9.8873,0.46
2916,-27.8124,-9.8873,0.46
2917,-26.7810,-9.8873,0.46
2918,-25.7851,-9.8873,0.46
2919,-24.7893,-9.8873,0.46
2920,-23.7934,-9.8873,0.46
2921,-22.7976,-9.8873,0.46
2922,-21.8018,-9.8873,0.46
2923,-20.8059,-9.8873,0.46
2924,-19.7745,-9.8873,0.46
2925,-18.8142,-9.8873,0.46
2926,-17.7828,-9.8873,0.46
2927,-16.7870,-9.8873,0.46
2928,-15.7912,-9.8873,0.46
2929,-14.7953,-9.8873,0.46
2930,-13.7995,-9.8873,0.46
2931,-12.7681,-9.8873,0.46
2932,-11.8078,-9.8873,0.46
2933,-10.8120,-9.8873,0.46
2934,-9.7806,-9.8873,0.46
2935,-8.7847,-9.8873,0.46
2936,-7.7889,-9.8873,0.46
2937,-6.7930,-9.8873,0.46
2938,7.1843,-9.8873,0.46
2939,8.2157,-9.8873,0.46
2940,9.2115,-9.8873,0.46
2941,10.2073,-9.8873,0.46
2942,11.2032,-9.8873,0.46
2943,12.1990,-9.8873,0.46
2944,13.1949,-9.8873,0.46
2945,14.1907,-9.8873,0.46
2946,15.2221,-9.8873,0.46
2947,16.1824,-9.8873,0.46
2948,17.2138,-9.8873,0.46
2949,18.2096,-9.8873,0.46
2950,19.2055,-9.8873,0.46
2951,20.2013,-9.8873,0.46
2952,21.1971,-9.8873,0.46
2953,22.2285,-9.8873,0.46
2954,23.1888,-9.8873,0.46
2955,24.2202,-9.8873,0.46
2956,25.2161,-9.8873,0.46
2957,26.2119,-9.8873,0.46
2958,27.2077,-9.8873,0.46
2959,28.2036,-9.8873,0.46
2960,29.1994,-9.8873,0.46
2961,30.1953,-9.8873,0.46
2962,31.2267,-9.8873,0.46
2963,-31.2978,-10.7764,0.46
2964,-30.2664,-10.7764,0.46
2965,-29.3061,-10.7764,0.46
2966,-28.3103,-10.7764,0.46
2967,-27.2789,-10.7764,0.46
2968,-26.2830,-10.7764,0.46
2969,-25.2872,-10.7764,0.46
2970,-24.2914,-10.7764,0.46
2971,-23.2955,-10.7764,0.46
2972,-22.2997,-10.7764,0.46
2973,-21.3038,-10.7764,0.46
2974,-20.3080,-10.7764,0.46
2975,-19.2766,-10.7764,0.46
2976,-18.2808,-10.7764,0.46
2977,-17.3205,-10.7764,0.46
2978,-16.2891,-10.7764,0.46
2979,-15.2932,-10.7764,0.46
2980,-14.2974,-10.7764,0.46
2981,-13.3016,-10.7764,0.46
2982,-12.3057,-10.7764,0.46
2983,-11.2743,-10.7764,0.46
2984,-10.3140,-10.7764,0.46
2985,-9.2826,-10.7764,0.46
2986,-8.2868,-10.7764,0.46
2987,-7.2910,-10.7764,0.46
2988,7.7178,-10.7764,0.46
2989,8.7136,-10.7764,0.46
2990,9.7094,-10.7764,0.46
2991,10.7053,-10.7764,0.46
2992,11.7011,-10.7764,0.46
2993,12.6969,-10.7764,0.46
2994,13.6928,-10.7764,0.46
2995,14.6886,-10.7764,0.46
2996,15.7200,-10.7764,0.46
2997,16.7159,-10.7764,0.46
2998,17.7117,-10.7764,0.46
2999,18.7075,-10.7764,0.46
3000,19.7034,-10.7764,0.46
3001,20.7348,-10.7764,0.46
3002,21.6951,-10.7764,0.46
3003,22.6909,-10.7764,0.46
3004,23.7223,-10.7764,0.46
3005,24.7181,-10.7764,0.46
3006,25.7140,-10.7764,0.46
3007,26.7098,-10.7764,0.46
3008,27.7057,-10.7764,0.46
3009,28.7015,-10.7764,0.46
3010,29.6973,-10.7764,0.46
3011,30.6932,-10.7764,0.46
3012,31.7246,-10.7764,0.46
3013,-30.7999,-11.6300,0.46
3014,-29.8040,-11.6300,0.46
3015,-28.7726,-11.6300,0.46
3016,-27.8124,-11.6300,0.46
3017,-26.7810,-11.6300,0.46
3018,-25.7851,-11.6300,0.46
3019,-24.7893,-11.6300,0.46
3020,-23.7934,-11.6300,0.46
3021,-22.7976,-11.6300,0.46
3022,-21.8018,-11.6300,0.46
3023,-20.8059,-11.6300,0.46
3024,-19.7745,-11.6300,0.46
3025,-18.8142,-11.6300,0.46
3026,-17.7828,-11.6300,0.46
3027,-16.7870,-11.6300,0.46
3028,-15.7912,-11.6300,0.46
3029,-14.7953,-11.6300,0.46
3030,-13.7995,-11.6300,0.46
3031,-12.7681,-11.6300,0.46
3032,-11.8078,-11.6300,0.46
3033,-10.8120,-11.6300,0.46
3034,-9.7806,-11.6300,0.46
3035,-8.7847,-11.6300,0.46
3036,-7.7889,-11.6300,0.46
3037,-6.7930,-11.6300,0.46
3038,7.1843,-11.6300,0.46
3039,8.2157,-11.6300,0.46
3040,9.2115,-11.6300,0.46
3041,10.2073,-11.6300,0.46
3042,11.2032,-11.6300,0.46
3043,12.1990,-11.6300,0.46
3044,13.1949,-11.6300,0.46
3045,14.1907,-11.6300,0.46
3046,15.2221,-11.6300,0.46
3047,16.1824,-11.6300,0.46
3048,17.2138,-11.6300,0.46
3049,18.2096,-11.6300,0.46
3050,19.2055,-11.6300,0.46
3051,20.2013,-11.6300,0.46
3052,21.1971,-11.6300,0.46
3053,22.2285,-11.6300,0.46
3054,23.1888,-11.6300,0.46
3055,24.2202,-11.6300,0.46
3056,25.2161,-11.6300,0.46
3057,26.2119,-11.6300,0.46
3058,27.2077,-11.6300,0.46
3059,28.2036,-11.6300,0.46
3060,29.1994,-11.6300,0.46
3061,30.1953,-11.6300,0.46
3062,31.2267,-11.6300,0.46
3063,-31.2978,-12.5191,0.46
3064,-30.2664,-12.5191,0.46
3065,-29.3061,-12.5191,0.46
3066,-28.3103,-12.5191,0.46
3067,-27.2789,-12.5191,0.46
3068,-26.2830,-12.5191,0.46
3069,-25.2872,-12.5191,0.46
3070,-24.2914,-12.5191,0.46
3071,-23.2955,-12.5191,0.46
3072,-22.2997,-12.5191,0.46
3073,-21.3038,-12.5191,0.46
3074,-20.3080,-12.5191,0.46
3075,-19.2766,-12.5191,0.46
3076,-18.2808,-12.5191,0.46
3077,-17.3205,-12.5191,0.46
3078,-16.2891,-12.5191,0.46
3079,-15.2932,-12.5191,0.46
3080,-14.2974,-12.5191,0.46
3081,-13.3016,-12.5191,0.46
3082,-12.3057,-12.5191,0.46
3083,-11.2743,-12.5191,0.46
3084,-10.3140,-12.5191,0.46
3085,-9.2826,-12.5191,0.46
3086,-8.2868,-12.5191,0.46
3087,-7.2910,-12.5191,0.46
3088,7.7178,-12.5191,0.46
3089,8.7136,-12.5191,0.46
3090,9.7094,-12.5191,0.46
3091,10.7053,-12.5191,0.46
3092,11.7011,-12.5191,0.46
3093,12.6969,-12.5191,0.46
3094,13.6928,-12.5191,0.46
3095,14.6886,-12.5191,0.46
3096,15.7200,-12.5191,0.46
3097,16.7159,-12.5191,0.46
3098,17.7117,-12.5191,0.46
3099,18.7075,-12.5191,0.46
3100,19.7034,-12.5191,0.46
3101,20.7348,-12.5191,0.46
3102,21.6951,-12.5191,0.46
3103,22.6909,-12.5191,0.46
3104,23.7223,-12.5191,0.46
3105,24.7181,-12.5191,0.46
3106,25.7140,-12.5191,0.46
3107,26.7098,-12.5191,0.46
3108,27.7057,-12.5191,0.46
3109,28.7015,-12.5191,0.46
3110,29.6973,-12.5191,0.46
3111,30.6932,-12.5191,0.46
3112,31.7246,-12.5191,0.46
3113,-30.7999,-13.3727,0.46
3114,-29.8040,-13.3727,0.46
3115,-28.7726,-13.3727,0.46
3116,-27.8124,-13.3727,0.46
3117,-26.7810,-13.3727,0.46
3118,-25.7851,-13.3727,0.46
3119,-24.7893,-13.3727,0.46
3120,-23.7934,-13.3727,0.46
3121,-22.7976,-13.3727,0.46
3122,-21.8018,-13.3727,0.46
3123,-20.8059,-13.3727,0.46
3124,-19.7745,-13.3727,0.46
3125,-18.8142,-13.3727,0.46
3126,-17.7828,-13.3727,0.46
3127,-16.7870,-13.3727,0.46
3128,-15.7912,-13.3727,0.46
3129,-14.7953,-13.3727,0.46
3130,-13.7995,-13.3727,0.46
3131,-12.7681,-13.3727,0.46
3132,-11.8078,-13.3727,0.46
3133,-10.8120,-13.3727,0.46
3134,-9.7806,-13.3727,0.46
3135,-8.7847,-13.3727,0.46
3136,-7.7889,-13.3727,0.46
3137,-6.7930,-13.3727,0.46
3138,-5.7972,-13.3727,0.46
3139,-4.8014,-13.3727,0.46
3140,-3.8055,-13.3727,0.46
3141,-2.8097,-13.3727,0.46
3142,-1.7783,-13.3727,0.46
3143,-0.7824,-13.3727,0.46
3144,1.2092,-13.3727,0.46
3145,2.2051,-13.3727,0.46
3146,3.2009,-13.3727,0.46
3147,4.1967,-13.3727,0.46
3148,5.1926,-13.3727,0.46
3149,6.2240,-13.3727,0.46
3150,7.1843,-13.3727,0.46
3151,8.2157,-13.3727,0.46
3152,9.2115,-13.3727,0.46
3153,10.2073,-13.3727,0.46
3154,11.2032,-13.3727,0.46
3155,12.1990,-13.3727,0.46
3156,13.1949,-13.3727,0.46
3157,14.1907,-13.3727,0.46
3158,15.2221,-13.3727,0.46
3159,16.1824,-13.3727,0.46
3160,17.2138,-13.3727,0.46
3161,18.2096,-13.3727,0.46
3162,19.2055,-13.3727,0.46
3163,20.2013,-13.3727,0.46
3164,21.1971,-13.3727,0.46
3165,22.2285,-13.3727,0.46
3166,23.1888,-13.3727,0.46
3167,24.2202,-13.3727,0.46
3168,25.2161,-13.3727,0.46
3169,26.2119,-13.3727,0.46
3170,27.2077,-13.3727,0.46
3171,28.2036,-13.3727,0.46
3172,29.1994,-13.3727,0.46
3173,30.1953,-13.3727,0.46
3174,31.2267,-13.3727,0.46
3175,-31.2978,-14.2618,0.46
3176,-30.2664,-14.2618,0.46
3177,-29.3061,-14.2618,0.46
3178,-28.3103,-14.2618,0.46
3179,-27.2789,-14.2618,0.46
3180,-26.2830,-14.2618,0.46
3181,-25.2872,-14.2618,0.46
3182,-24.2914,-14.2618,0.46
3183,-23.2955,-14.2618,0.46
3184,-22.2997,-14.2618,0.46
3185,-21.3038,-14.2618,0.46
3186,-20.3080,-14.2618,0.46
3187,-19.2766,-14.2618,0.46
3188,-18.2808,-14.2618,0.46
3189,-17.3205,-14.2618,0.46
3190,-16.2891,-14.2618,0.46
3191,-15.2932,-14.2618,0.46
3192,-14.2974,-14.2618,0.46
3193,-13.3016,-14.2618,0.46
3194,-12.3057,-14.2618,0.46
3195,-11.2743,-14.2618,0.46
3196,-10.3140,-14.2618,0.46
3197,-9.2826,-14.2618,0.46
3198,-8.2868,-14.2618,0.46
3199,-7.2910,-14.2618,0.46
3200,-6.2951,-14.2618,0.46
3201,-5.2993,-14.2618,0.46
3202,-4.3034,-14.2618,0.46
