# census_sha	38cbcd2917d33cbd094498dacb0fd5dd3da8936a
# PROVISIONAL_UNFROZEN — freeze waits peel #7630 merge + re-census pin
# key grain: TYPE x (file, span_start, span_end)
# disposition	provisional_incidental_debt
# note	post-main-merge re-census: compile-clean SITE dump + heal/run closure extras (byte spans)
# types	416	sites	2133
# TYPE	NonEmptyStr	392
NonEmptyStr	dag/test/claim/host_effect_apply_witness_test.dag	3527	3538
NonEmptyStr	dag/test/claim/host_effect_apply_witness_test.dag	3826	3837
NonEmptyStr	dag/test/claim/host_hygiene_liveness_test.dag	283	294
NonEmptyStr	dag/test/claim/host_hygiene_liveness_test.dag	440	451
NonEmptyStr	dag/test/claim/host_hygiene_liveness_test.dag	605	616
NonEmptyStr	dag/test/claim/host_hygiene_reaper_test.dag	236	247
NonEmptyStr	dag/test/claim/host_hygiene_reaper_test.dag	491	502
NonEmptyStr	dag/test/claim/host_hygiene_reaper_test.dag	733	744
NonEmptyStr	dag/test/claim/host_hygiene_reaper_test.dag	976	987
NonEmptyStr	dag/test/claim/host_hygiene_reaper_test.dag	1230	1241
NonEmptyStr	dag/test/claim/host_identity_observation_witness_test.dag	11109	11120
NonEmptyStr	dag/test/claim/nbd_proxy_serve_transport_witness_test.dag	3013	3024
NonEmptyStr	dag/test/claim/nbd_proxy_serve_transport_witness_test.dag	3079	3090
NonEmptyStr	dag/test/claim/os_install_deduction_witness_test.dag	4792	4803
NonEmptyStr	dag/test/claim/os_install_deduction_witness_test.dag	5921	5932
NonEmptyStr	dag/test/claim/os_install_deduction_witness_test.dag	6339	6350
NonEmptyStr	dag/test/claim/os_proc_meminfo_witness_test.dag	570	581
NonEmptyStr	dag/test/claim/readback_independence_witness_test.dag	8468	8479
NonEmptyStr	dag/test/claim/readback_independence_witness_test.dag	9132	9143
NonEmptyStr	dag/test/claim/readback_independence_witness_test.dag	9281	9292
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	257	268
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	414	425
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	480	491
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	748	759
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	808	819
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	1297	1308
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	1358	1369
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	1426	1437
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	1923	1934
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	1984	1995
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	2192	2203
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	2603	2614
NonEmptyStr	dag/test/claim/resource_namespace_upsert_witness_test.dag	2804	2815
NonEmptyStr	dag/test/claim/reviewer_source_witness_test.dag	143	154
NonEmptyStr	dag/test/claim/reviewer_source_witness_test.dag	194	205
NonEmptyStr	dag/test/claim/reviewer_source_witness_test.dag	235	246
NonEmptyStr	dag/test/claim/reviewer_source_witness_test.dag	287	298
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	1002	1013
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	1060	1071
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	1130	1141
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	3062	3073
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	4266	4277
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	4412	4423
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	4838	4849
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	7326	7337
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	7381	7392
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	7541	7552
NonEmptyStr	dag/test/claim/runner_activation_wall_test.dag	9342	9353
NonEmptyStr	dag/test/claim/runner_slot_enforcement_grounding_witness_test.dag	153	164
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	1331	1342
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	1793	1804
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	1860	1871
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	2012	2023
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	2079	2090
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	4615	4626
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	5326	5337
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	5390	5401
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	6004	6015
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	6067	6078
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	6137	6148
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	6292	6303
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	6354	6365
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	7054	7065
NonEmptyStr	dag/test/claim/srv3_host_effect_apply_witness_test.dag	8024	8035
NonEmptyStr	dag/test/claim/srv3_seeded_install_media_witness_test.dag	2977	2988
NonEmptyStr	dag/test/claim/srv3_seeded_install_media_witness_test.dag	3158	3169
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	219	230
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	260	271
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	297	308
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	473	484
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	542	553
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	620	631
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	652	663
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	689	700
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	718	729
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	755	766
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	795	806
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	956	967
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	1039	1050
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	1249	1260
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	1333	1344
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	1547	1558
NonEmptyStr	dag/test/claim/temporal_effect_spine_witness_test.dag	1631	1642
