consumer_file	occurrence_name	occurrence_category	provider_module	provider_declaration	declaration_count	provider_in_loaded_closure	binding_outcome	first_root_diagnostic	downstream_diagnostic_count	disposition
dag/test/claim/module_impact_query_witness_test.dag	ModuleDependencyEdge	type	v2.lens.module_graph	type ModuleDependencyEdge	1	unobserved	unbound	unresolved type 'ModuleDependencyEdge'	16	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleDependencyEdge	type	v2.lens.module_graph	type ModuleDependencyEdge	1	unobserved	unbound	unresolved type 'ModuleDependencyEdge'	16	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleDependencyEdge	type	v2.lens.module_graph	type ModuleDependencyEdge	1	unobserved	unbound	unresolved type 'ModuleDependencyEdge'	16	E
dag/tools/dag_compile_clean_scope.dag	entry_affected_by_touched_paths	callee	v2.lens.module_graph	fn entry_affected_by_touched_paths	1	unobserved	unbound	function 'entry_affected_by_touched_paths' not found in scope	0	E
dag/tools/module_impact_query_front_door.dag	ImportResolutionFact	type	v2.lens.module_graph	type ImportResolutionFact	1	unobserved	unbound	unresolved type 'ImportResolutionFact'	0	E
dag/tools/module_impact_query_front_door.dag	ModuleDeclarationFact	type	v2.lens.module_graph	type ModuleDeclarationFact	1	unobserved	unbound	unresolved type 'ModuleDeclarationFact'	1	E
dag/tools/module_impact_query_front_door.dag	ModuleDeclarationFact	type	v2.lens.module_graph	type ModuleDeclarationFact	1	unobserved	unbound	unresolved type 'ModuleDeclarationFact'	1	E
dag/tools/module_impact_query_front_door.dag	ModuleDependencyEdge	type	v2.lens.module_graph	type ModuleDependencyEdge	1	unobserved	unbound	unresolved type 'ModuleDependencyEdge'	0	E
dag/tools/module_impact_query_front_door.dag	dependency_resolution_facts_live	callee	v2.lens.module_graph	fn dependency_resolution_facts_live	1	unobserved	unbound	function 'dependency_resolution_facts_live' not found in scope	0	E
dag/tools/module_impact_query_front_door.dag	import_resolution_facts_live	callee	v2.lens.module_graph	fn import_resolution_facts_live	1	unobserved	unbound	function 'import_resolution_facts_live' not found in scope	0	E
dag/tools/module_impact_query_front_door.dag	module_declaration_facts_live	callee	v2.lens.module_graph	fn module_declaration_facts_live	1	unobserved	unbound	function 'module_declaration_facts_live' not found in scope	0	E
dag/test/claim/module_impact_query_witness_test.dag	ImpactCycle	type	v2.lens.module_impact_query	type ImpactCycle	1	unobserved	unbound	unresolved type 'ImpactCycle'	0	E
dag/test/claim/module_impact_query_witness_test.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	3	E
dag/test/claim/module_impact_query_witness_test.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	3	E
dag/test/claim/module_impact_query_witness_test.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	3	E
dag/test/claim/module_impact_query_witness_test.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	3	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	6	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	6	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	6	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	6	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	6	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	6	E
dag/test/claim/module_impact_query_witness_test.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	6	E
dag/test/claim/module_impact_query_witness_test.dag	impact_paths_for_module	callee	v2.lens.module_impact_query	fn impact_paths_for_module	1	unobserved	unbound	function 'impact_paths_for_module' not found in scope	0	E
dag/test/claim/module_impact_query_witness_test.dag	impact_seeds_for_path	callee	v2.lens.module_impact_query	fn impact_seeds_for_path	1	unobserved	unbound	function 'impact_seeds_for_path' not found in scope	1	E
dag/test/claim/module_impact_query_witness_test.dag	impact_seeds_for_path	callee	v2.lens.module_impact_query	fn impact_seeds_for_path	1	unobserved	unbound	function 'impact_seeds_for_path' not found in scope	1	E
dag/test/claim/module_impact_query_witness_test.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	6	E
dag/test/claim/module_impact_query_witness_test.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	6	E
dag/test/claim/module_impact_query_witness_test.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	6	E
dag/test/claim/module_impact_query_witness_test.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	6	E
dag/test/claim/module_impact_query_witness_test.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	6	E
dag/test/claim/module_impact_query_witness_test.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	6	E
dag/test/claim/module_impact_query_witness_test.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	6	E
dag/tools/module_impact_query_front_door.dag	ImpactCycle	type	v2.lens.module_impact_query	type ImpactCycle	1	unobserved	unbound	unresolved type 'ImpactCycle'	0	E
dag/tools/module_impact_query_front_door.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	4	E
dag/tools/module_impact_query_front_door.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	4	E
dag/tools/module_impact_query_front_door.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	4	E
dag/tools/module_impact_query_front_door.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	4	E
dag/tools/module_impact_query_front_door.dag	ImpactReading	type	v2.lens.module_impact_query	type ImpactReading	1	unobserved	unbound	unresolved type 'ImpactReading'	4	E
dag/tools/module_impact_query_front_door.dag	ImpactStandingCause	type	v2.lens.module_impact_query	type ImpactStandingCause	1	unobserved	unbound	unresolved type 'ImpactStandingCause'	0	E
dag/tools/module_impact_query_front_door.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	2	E
dag/tools/module_impact_query_front_door.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	2	E
dag/tools/module_impact_query_front_door.dag	ModuleIdentity	type	v2.lens.module_impact_query	type ModuleIdentity	1	unobserved	unbound	unresolved type 'ModuleIdentity'	2	E
dag/tools/module_impact_query_front_door.dag	impact_paths_for_module	callee	v2.lens.module_impact_query	fn impact_paths_for_module	1	unobserved	unbound	function 'impact_paths_for_module' not found in scope	0	E
dag/tools/module_impact_query_front_door.dag	impact_seeds_for_path	callee	v2.lens.module_impact_query	fn impact_seeds_for_path	1	unobserved	unbound	function 'impact_seeds_for_path' not found in scope	0	E
dag/tools/module_impact_query_front_door.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	2	E
dag/tools/module_impact_query_front_door.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	2	E
dag/tools/module_impact_query_front_door.dag	module_impact_reading	callee	v2.lens.module_impact_query	fn module_impact_reading	1	unobserved	unbound	function 'module_impact_reading' not found in scope	2	E
dag/gunbc/realization_vocab_confinement_census.dag	realization_edge_path_prefixes	value	v2.lens.realization_vocabulary_containment	data realization_edge_path_prefixes	1	unobserved	unbound	undefined variable 'realization_edge_path_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	realization_edge_path_prefixes	value	v2.lens.realization_vocabulary_containment	data realization_edge_path_prefixes	1	unobserved	unbound	undefined variable 'realization_edge_path_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	realization_edge_path_prefixes	value	v2.lens.realization_vocabulary_containment	data realization_edge_path_prefixes	1	unobserved	unbound	undefined variable 'realization_edge_path_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	realization_edge_path_prefixes	value	v2.lens.realization_vocabulary_containment	data realization_edge_path_prefixes	1	unobserved	unbound	undefined variable 'realization_edge_path_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	realization_vocab_grandfathered_edge_keys	callee	v2.lens.realization_vocabulary_containment	fn realization_vocab_grandfathered_edge_keys	1	unobserved	unbound	function 'realization_vocab_grandfathered_edge_keys' not found in scope	1	E
dag/gunbc/realization_vocab_confinement_census.dag	realization_vocab_grandfathered_edge_keys	callee	v2.lens.realization_vocabulary_containment	fn realization_vocab_grandfathered_edge_keys	1	unobserved	unbound	function 'realization_vocab_grandfathered_edge_keys' not found in scope	1	E
dag/gunbc/realization_vocab_confinement_census.dag	target_ast_vocab_module_prefixes	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_module_prefixes	1	unobserved	unbound	undefined variable 'target_ast_vocab_module_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	target_ast_vocab_module_prefixes	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_module_prefixes	1	unobserved	unbound	undefined variable 'target_ast_vocab_module_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	target_ast_vocab_module_prefixes	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_module_prefixes	1	unobserved	unbound	undefined variable 'target_ast_vocab_module_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	target_ast_vocab_module_prefixes	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_module_prefixes	1	unobserved	unbound	undefined variable 'target_ast_vocab_module_prefixes'	3	E
dag/gunbc/realization_vocab_confinement_census.dag	target_ast_vocab_modules	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_modules	1	unobserved	unbound	undefined variable 'target_ast_vocab_modules'	2	E
dag/gunbc/realization_vocab_confinement_census.dag	target_ast_vocab_modules	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_modules	1	unobserved	unbound	undefined variable 'target_ast_vocab_modules'	2	E
dag/gunbc/realization_vocab_confinement_census.dag	target_ast_vocab_modules	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_modules	1	unobserved	unbound	undefined variable 'target_ast_vocab_modules'	2	E
dag/test/claim/realization_vocab_confinement_census_test.dag	realization_edge_path_prefixes	value	v2.lens.realization_vocabulary_containment	data realization_edge_path_prefixes	1	unobserved	unbound	undefined variable 'realization_edge_path_prefixes'	0	E
dag/test/claim/realization_vocab_confinement_census_test.dag	realization_vocab_grandfathered_edge_keys	callee	v2.lens.realization_vocabulary_containment	fn realization_vocab_grandfathered_edge_keys	1	unobserved	unbound	function 'realization_vocab_grandfathered_edge_keys' not found in scope	0	E
dag/test/claim/realization_vocab_confinement_census_test.dag	target_ast_vocab_module_prefixes	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_module_prefixes	1	unobserved	unbound	undefined variable 'target_ast_vocab_module_prefixes'	1	E
dag/test/claim/realization_vocab_confinement_census_test.dag	target_ast_vocab_module_prefixes	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_module_prefixes	1	unobserved	unbound	undefined variable 'target_ast_vocab_module_prefixes'	1	E
dag/test/claim/realization_vocab_confinement_census_test.dag	target_ast_vocab_modules	value	v2.lens.realization_vocabulary_containment	data target_ast_vocab_modules	1	unobserved	unbound	undefined variable 'target_ast_vocab_modules'	0	E
dag/test/claim/operation_argv_corpus_witness_test.dag	at	field	v2.lens.structural_resolution	fn at	1	unobserved	n/a	no field 'at' on type 'ShellTransportOperationRow'	3	E
dag/test/claim/operation_argv_corpus_witness_test.dag	at	field	v2.lens.structural_resolution	fn at	1	unobserved	n/a	no field 'at' on type 'ShellTransportOperationRow'	3	E
dag/test/claim/operation_argv_corpus_witness_test.dag	at	field	v2.lens.structural_resolution	fn at	1	unobserved	n/a	no field 'at' on type 'ShellTransportOperationRow'	3	E
dag/test/claim/operation_argv_corpus_witness_test.dag	at	field	v2.lens.structural_resolution	fn at	1	unobserved	n/a	no field 'at' on type 'ShellTransportOperationRow'	3	E
dag/extdeps/github/app.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	5	E
dag/extdeps/github/app.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	5	E
dag/extdeps/github/app.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	5	E
dag/extdeps/github/app.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	5	E
dag/extdeps/github/app.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	5	E
dag/extdeps/github/app.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	5	E
dag/extdeps/github/effect.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	0	E
dag/extdeps/llm/claude_agent_sdk_stream.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	0	E
dag/gunbc/auth/secret_rotation.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/auth/secret_rotation.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/auth/secret_rotation.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/auth/secret_rotation.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/ci_deploy_access_observe.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	0	E
dag/gunbc/ci_deploy_access_observe.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	1	E
dag/gunbc/ci_deploy_access_observe.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	1	E
dag/gunbc/ci_deploy_sudoers.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	1	E
dag/gunbc/ci_deploy_sudoers.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	1	E
dag/gunbc/ci_materialization.dag	for_all	callee	v2.std.algebra	fn for_all	1	unobserved	unbound	function 'for_all' not found in scope	1	E
dag/gunbc/ci_materialization.dag	for_all	callee	v2.std.algebra	fn for_all	1	unobserved	unbound	function 'for_all' not found in scope	1	E
dag/gunbc/design/principles.dag	length	callee	v2.std.algebra	fn length	1	unobserved	unbound	method 'length' cannot be resolved: receiver type 'Primitive(std.types.NonEmptyStr)' establishes no method surface, so the method's existence is not established	1	E
dag/gunbc/design/principles.dag	length	callee	v2.std.algebra	fn length	1	unobserved	unbound	method 'length' cannot be resolved: receiver type 'Primitive(std.types.NonEmptyStr)' establishes no method surface, so the method's existence is not established	1	E
dag/gunbc/design/state_response.dag	length	callee	v2.std.algebra	fn length	1	unobserved	unbound	method 'length' cannot be resolved: receiver type 'Primitive(std.types.NonEmptyStr)' establishes no method surface, so the method's existence is not established	1	E
dag/gunbc/design/state_response.dag	length	callee	v2.std.algebra	fn length	1	unobserved	unbound	method 'length' cannot be resolved: receiver type 'Primitive(std.types.NonEmptyStr)' establishes no method surface, so the method's existence is not established	1	E
dag/gunbc/doc_graph_roots.dag	list_flat_map	callee	v2.std.algebra	fn list_flat_map	1	unobserved	unbound	function 'list_flat_map' not found in scope	2	E
dag/gunbc/doc_graph_roots.dag	list_flat_map	callee	v2.std.algebra	fn list_flat_map	1	unobserved	unbound	function 'list_flat_map' not found in scope	2	E
dag/gunbc/doc_graph_roots.dag	list_flat_map	callee	v2.std.algebra	fn list_flat_map	1	unobserved	unbound	function 'list_flat_map' not found in scope	2	E
dag/gunbc/econ/llm_attempt_receipt.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	2	E
dag/gunbc/econ/llm_attempt_receipt.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	2	E
dag/gunbc/econ/llm_attempt_receipt.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	2	E
dag/gunbc/guarantee_probe_corpus.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	0	E
dag/gunbc/heal_push_plan.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/heal_push_plan.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/heal_push_plan.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/heal_push_plan.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	3	E
dag/gunbc/host_assimilation_program.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	4	E
dag/gunbc/host_assimilation_program.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	4	E
dag/gunbc/host_assimilation_program.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	4	E
dag/gunbc/host_assimilation_program.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	4	E
dag/gunbc/host_assimilation_program.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	4	E
dag/gunbc/host_effect_plan.dag	freemonoid_empty	callee	v2.std.algebra	fn freemonoid_empty	1	unobserved	unbound	function 'freemonoid_empty' not found in scope	1	E
dag/gunbc/host_effect_plan.dag	freemonoid_empty	callee	v2.std.algebra	fn freemonoid_empty	1	unobserved	unbound	function 'freemonoid_empty' not found in scope	1	E
dag/gunbc/host_effect_plan.dag	list_head	callee	v2.std.algebra	fn list_head	1	unobserved	unbound	function 'list_head' not found in scope	1	E
dag/gunbc/host_effect_plan.dag	list_head	callee	v2.std.algebra	fn list_head	1	unobserved	unbound	function 'list_head' not found in scope	1	E
dag/gunbc/host_effect_plan.dag	list_tail	callee	v2.std.algebra	fn list_tail	1	unobserved	unbound	function 'list_tail' not found in scope	1	E
dag/gunbc/host_effect_plan.dag	list_tail	callee	v2.std.algebra	fn list_tail	1	unobserved	unbound	function 'list_tail' not found in scope	1	E
dag/gunbc/host_standup.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	2	E
dag/gunbc/host_standup.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	2	E
dag/gunbc/host_standup.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	2	E
dag/gunbc/live_deploy/candidate.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	3	E
dag/gunbc/live_deploy/candidate.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	3	E
dag/gunbc/live_deploy/candidate.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	3	E
dag/gunbc/live_deploy/candidate.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	3	E
dag/gunbc/live_deploy/emit.dag	list_tail	callee	v2.std.algebra	fn list_tail	1	unobserved	unbound	function 'list_tail' not found in scope	0	E
dag/gunbc/package_delivery.dag	filter	callee	v2.std.algebra	fn filter	1	unobserved	unbound	function 'filter' not found in scope	0	E
dag/gunbc/package_delivery.dag	skip	callee	v2.std.algebra	fn skip	1	unobserved	unbound	method 'skip' cannot be resolved: receiver type 'Primitive()' establishes no method surface, so the method's existence is not established and no declared fronti	3	E
dag/gunbc/package_delivery.dag	skip	callee	v2.std.algebra	fn skip	1	unobserved	unbound	method 'skip' cannot be resolved: receiver type 'Primitive()' establishes no method surface, so the method's existence is not established and no declared fronti	3	E
dag/gunbc/package_delivery.dag	skip	callee	v2.std.algebra	fn skip	1	unobserved	unbound	method 'skip' cannot be resolved: receiver type 'Primitive()' establishes no method surface, so the method's existence is not established and no declared fronti	3	E
dag/gunbc/package_delivery.dag	skip	callee	v2.std.algebra	fn skip	1	unobserved	unbound	method 'skip' cannot be resolved: receiver type 'Primitive()' establishes no method surface, so the method's existence is not established and no declared fronti	3	E
dag/gunbc/roadmap_site_surface_expect.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	1	E
dag/gunbc/roadmap_site_surface_expect.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	1	E
dag/gunbc/roadmap_site_surface_render.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	0	E
dag/gunbc/seed_growth_admission.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	0	E
dag/gunbc/seed_growth_admission.dag	list_append	callee	v2.std.algebra	fn list_append	1	unobserved	unbound	function 'list_append' not found in scope	0	E
dag/gunbc/source_integration_landing_spine.dag	list_head	callee	v2.std.algebra	fn list_head	1	unobserved	unbound	function 'list_head' not found in scope	0	E
dag/gunbc/stage0_crate_layout_emit.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	1	E
dag/gunbc/stage0_crate_layout_emit.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	1	E
dag/gunbc/stage0_crate_partition_emit.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	1	E
dag/gunbc/stage0_crate_partition_emit.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	1	E
dag/gunbc/stage0_rust_host_observation.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	0	E
dag/gunbc/stage0_rust_host_observation.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	0	E
dag/gunbc/stage0_rust_lifecycle_totality.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	0	E
dag/gunbc/stage0_rust_lifecycle_totality.dag	list_map	callee	v2.std.algebra	fn list_map	1	unobserved	unbound	function 'list_map' not found in scope	2	E
dag/gunbc/stage0_rust_lifecycle_totality.dag	list_map	callee	v2.std.algebra	fn list_map	1	unobserved	unbound	function 'list_map' not found in scope	2	E
dag/gunbc/stage0_rust_lifecycle_totality.dag	list_map	callee	v2.std.algebra	fn list_map	1	unobserved	unbound	function 'list_map' not found in scope	2	E
dag/gunbc/stage0_rust_lifecycle_totality.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	0	E
dag/gunbc/stage0_rust_maintenance_census_report.dag	list_map	callee	v2.std.algebra	fn list_map	1	unobserved	unbound	function 'list_map' not found in scope	0	E
dag/gunbc/stage0_rust_product_reachability.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	0	E
dag/gunbc/stage0_rust_product_reachability.dag	list_map	callee	v2.std.algebra	fn list_map	1	unobserved	unbound	function 'list_map' not found in scope	0	E
dag/gunbc/stage0_rust_product_reachability.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	2	E
dag/gunbc/stage0_rust_product_reachability.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	2	E
dag/gunbc/stage0_rust_product_reachability.dag	list_snoc_item	callee	v2.std.algebra	fn list_snoc_item	1	unobserved	unbound	function 'list_snoc_item' not found in scope	2	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	any	callee	v2.std.algebra	fn any	1	unobserved	unbound	function 'any' not found in scope	0	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
dag/gunbc/stage0_rust_source_lifecycle_scaffold.dag	fold_list	callee	v2.std.algebra	fn fold_list	1	unobserved	unbound	function 'fold_list' not found in scope	18	E
